label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.0,0.0,0.0660463273525238,-0.06399208307266235,0.0996299684047699,-0.12563186883926392,0.11716178059577942,-0.1789379119873047,0.11718931794166565,-0.22859066724777222,0.033255547285079956,-0.2636435031890869,0.0474415123462677,-0.3609187602996826,0.05531689524650574,-0.4293177127838135,0.05715295672416687,-0.48820969462394714,-0.009890705347061157,-0.25253352522850037,0.07236173748970032,-0.27049267292022705,0.09221252799034119,-0.18896269798278809,0.08060160279273987,-0.1445068120956421,-0.035999029874801636,-0.2172120213508606,0.060323089361190796,-0.21454578638076782,0.07116487622261047,-0.1355932354927063,0.055453747510910034,-0.09960991144180298,-0.04936447739601135,-0.16706734895706177,0.029455721378326416,-0.153484046459198,0.03914573788642883,-0.10347068309783936,0.024812906980514526,-0.08270204067230225
0,0.0,0.0,0.04784247279167175,-0.06095784902572632,0.07481026649475098,-0.12462103366851807,0.08410441875457764,-0.18196558952331543,0.06251981854438782,-0.19430607557296753,0.012092381715774536,-0.2298276424407959,0.017898082733154297,-0.32065099477767944,0.018028706312179565,-0.3851354122161865,0.013951241970062256,-0.4380120038986206,-0.03236830234527588,-0.21287083625793457,0.019749760627746582,-0.23052459955215454,0.047525554895401,-0.153761088848114,0.050416767597198486,-0.10909444093704224,-0.06274518370628357,-0.17579913139343262,0.003067582845687866,-0.17422515153884888,0.027203023433685303,-0.1086844801902771,0.025662153959274292,-0.0724177360534668,-0.08172339200973511,-0.12831348180770874,-0.022065430879592896,-0.11425995826721191,0.002517521381378174,-0.07504153251647949,0.002062857151031494,-0.05456358194351196
0,0.0,0.0,0.0377485454082489,-0.04243159294128418,0.05676156282424927,-0.08852702379226685,0.06942015886306763,-0.12895748019218445,0.06231895089149475,-0.16056334972381592,0.006292670965194702,-0.16379278898239136,0.009584486484527588,-0.22271022200584412,0.008440166711807251,-0.26709720492362976,0.003964334726333618,-0.3034678101539612,-0.016253232955932617,-0.15741723775863647,0.03453698754310608,-0.18890956044197083,0.051266491413116455,-0.13743343949317932,0.04670879244804382,-0.10374695062637329,-0.028995484113693237,-0.14188167452812195,0.03111022710800171,-0.15633824467658997,0.04133248329162598,-0.10464423894882202,0.03270027041435242,-0.07489120960235596,-0.03357362747192383,-0.11876139044761658,0.01922622323036194,-0.11897435784339905,0.026232272386550903,-0.0831291675567627,0.01653197407722473,-0.06281840801239014
0,0.0,0.0,0.06759434938430786,-0.0424841046333313,0.10740870237350464,-0.09102541208267212,0.13379693031311035,-0.12948036193847656,0.12479370832443237,-0.15476340055465698,0.05189007520675659,-0.2222176194190979,0.06920260190963745,-0.30600470304489136,0.08032917976379395,-0.36761683225631714,0.08396995067596436,-0.41660672426223755,0.013813018798828125,-0.2128775715827942,0.091799795627594,-0.21034157276153564,0.10528719425201416,-0.13783735036849976,0.09220778942108154,-0.10576403141021729,-0.010175764560699463,-0.17895573377609253,0.07326161861419678,-0.15880244970321655,0.08099591732025146,-0.09428012371063232,0.06487828493118286,-0.0714225172996521,-0.023145079612731934,-0.13333648443222046,0.04475921392440796,-0.10697752237319946,0.05376851558685303,-0.06613916158676147,0.04164421558380127,-0.05216085910797119
0,0.0,0.0,0.04376417398452759,-0.043638765811920166,0.07149675488471985,-0.09996402263641357,0.07786288857460022,-0.1505553126335144,0.04776257276535034,-0.16379767656326294,0.03439754247665405,-0.21945065259933472,0.040162861347198486,-0.31032007932662964,0.04290148615837097,-0.37312451004981995,0.042918890714645386,-0.42385804653167725,-0.011268377304077148,-0.21233713626861572,0.016377389430999756,-0.2217457890510559,0.03333893418312073,-0.14111018180847168,0.04002046585083008,-0.090190589427948,-0.048347920179367065,-0.18603986501693726,-0.009099900722503662,-0.16040104627609253,0.011284500360488892,-0.09243959188461304,0.01884433627128601,-0.05463063716888428,-0.07607224583625793,-0.1485232710838318,-0.03939363360404968,-0.1152617335319519,-0.018154263496398926,-0.06887078285217285,-0.010975062847137451,-0.04770869016647339
0,0.0,0.0,0.02731388807296753,-0.03276795148849487,0.042568743228912354,-0.08344131708145142,0.04356047511100769,-0.12798398733139038,0.01968514919281006,-0.14431232213974,0.017512768507003784,-0.15525704622268677,0.022701144218444824,-0.21737611293792725,0.02466389536857605,-0.2577105164527893,0.024085789918899536,-0.29379791021347046,-0.011647045612335205,-0.14740055799484253,0.0011049211025238037,-0.17297577857971191,0.01551172137260437,-0.11910474300384521,0.022128403186798096,-0.07965987920761108,-0.03677266836166382,-0.1278514266014099,-0.014999598264694214,-0.13583582639694214,0.0025005042552948,-0.08662307262420654,0.009307622909545898,-0.05537545680999756,-0.057219117879867554,-0.10091841220855713,-0.03321310877799988,-0.09963035583496094,-0.015312820672988892,-0.06734102964401245,-0.00851789116859436,-0.048181235790252686
0,0.0,0.0,0.03295138478279114,-0.048976778984069824,0.0437464714050293,-0.11345982551574707,0.018897980451583862,-0.16244500875473022,-0.025134265422821045,-0.19040733575820923,0.02672746777534485,-0.23839133977890015,0.025228828191757202,-0.34405016899108887,0.02310881018638611,-0.41475433111190796,0.016877949237823486,-0.4717195928096771,-0.020771831274032593,-0.21583127975463867,-0.03722101449966431,-0.2422924041748047,-0.015856891870498657,-0.16420483589172363,0.002778559923171997,-0.11124002933502197,-0.061800986528396606,-0.18104499578475952,-0.06909467279911041,-0.17660051584243774,-0.035428524017333984,-0.10885488986968994,-0.012422114610671997,-0.07098245620727539,-0.0942659080028534,-0.1396338939666748,-0.09297129511833191,-0.13027912378311157,-0.06194263696670532,-0.08123970031738281,-0.04023239016532898,-0.05895638465881348
0,0.0,0.0,0.042127639055252075,-0.05095565319061279,0.06884720921516418,-0.11515986919403076,0.06500980257987976,-0.16598385572433472,0.029335826635360718,-0.18064147233963013,0.03644880652427673,-0.22978860139846802,0.04324391484260559,-0.3240768313407898,0.04778614640235901,-0.3866859972476959,0.047586292028427124,-0.4410392940044403,-0.009516328573226929,-0.2243528962135315,0.006870895624160767,-0.23070549964904785,0.020372658967971802,-0.15769946575164795,0.02592054009437561,-0.10981887578964233,-0.04832449555397034,-0.19907259941101074,-0.024378865957260132,-0.17658549547195435,-0.0021413564682006836,-0.11491668224334717,0.009931981563568115,-0.08100831508636475,-0.0794321596622467,-0.1627236008644104,-0.055733680725097656,-0.1365501880645752,-0.031942129135131836,-0.09650558233261108,-0.01856723427772522,-0.08061546087265015
0,0.0,0.0,0.02589605748653412,-0.053373515605926514,0.016166314482688904,-0.11904257535934448,-0.0303715318441391,-0.15700149536132812,-0.08956579864025116,-0.18869835138320923,-0.0017627477645874023,-0.2627348303794861,-0.013766676187515259,-0.3610306978225708,-0.02289128303527832,-0.43616431951522827,-0.0326462984085083,-0.4955705404281616,-0.047354310750961304,-0.2238703966140747,-0.0874728113412857,-0.24391627311706543,-0.05523185431957245,-0.16256612539291382,-0.025240227580070496,-0.11627715826034546,-0.08552128076553345,-0.17669254541397095,-0.11437676846981049,-0.1685526967048645,-0.06901311874389648,-0.09626585245132446,-0.03653667867183685,-0.07435691356658936,-0.11279800534248352,-0.1328861117362976,-0.12840259075164795,-0.11453640460968018,-0.0917186588048935,-0.06313318014144897,-0.06382766366004944,-0.05355900526046753
0,0.0,0.0,-0.02024298906326294,-0.10325634479522705,-0.011847227811813354,-0.19001168012619019,0.01744183897972107,-0.24915307760238647,0.04207026958465576,-0.2917053997516632,-0.05870506167411804,-0.23493707180023193,-0.04121267795562744,-0.34511077404022217,-0.03975166380405426,-0.41271209716796875,-0.045099273324012756,-0.46703338623046875,-0.038446977734565735,-0.21673446893692017,0.02872505784034729,-0.29245737195014954,0.037171870470047,-0.2478618025779724,0.023866504430770874,-0.21639317274093628,-0.005647033452987671,-0.18689453601837158,0.06223931908607483,-0.2551472783088684,0.05888202786445618,-0.21132421493530273,0.042912036180496216,-0.17925482988357544,0.032061368227005005,-0.1586962342262268,0.08294719457626343,-0.20464569330215454,0.07396042346954346,-0.16967397928237915,0.05577602982521057,-0.1430981159210205
